V1,V2,V3,V4,V5,V7,V8,V9,V10,Include,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments
R_5cXWvhVKGjTbzjn,Default Response Set,Anonymous,60,1,0,10/1/16 10:55,10/1/16 11:14,1,1,C_nurse,I_torture,C_footbridge,I_transplant,C_vaccine,I_cargo,I_motocross,C_cargo,I_nurse,I_grizzly,C_motocross,I_footbridge,I_air show,C_wood press,I_vaccine,C_transplant,C_air show,C_grizzly,C_torture,I_wood press,complete,,1,,,1,,1,Polish,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,38.506,38.506,41.114,1,25.703,32.779,33.296,3,27.823,27.823,38.062,1,9.536,9.536,10.652,1,13.373,31.313,32.38,2,20.323,20.323,23.605,1,26.151,26.151,27.146,1,5.185,5.185,6.418,1,3.854,3.854,5.066,1,27.981,27.981,29.107,1,17.718,17.718,21.995,1,15.075,15.075,17.893,1,12.186,12.186,13.066,1,29.52,29.52,32.683,1,37.212,37.212,38.278,1,24.114,24.114,25.078,1,17.852,17.852,28.278,1,13.408,22.593,40.39,2,17.697,17.697,20.246,1,29.242,29.242,30.148,1,4,,2,20,1,"Each scenario was repeated once. There were a total of 10 different scenarios, but repeated it created 20 scenarios. Nurse, plane, bombs, man on boat, wood pulp factory, bear, train, transplants, drugs, ","Wre es moralisch einen Man zu schieben, um vier anderen zu schtzen? ",1,,2,17,11,7,7,7,7,5,6,3,3,0,17,9,9,
R_88rTQSxg1RMYEW9,Default Response Set,Anonymous,61,1,0,10/1/16 12:03,10/1/16 12:24,1,1,I_footbridge,I_air show,I_wood press,C_air show,C_nurse,C_wood press,C_cargo,I_vaccine,C_grizzly,C_motocross,C_footbridge,I_motocross,I_nurse,I_transplant,I_cargo,I_torture,C_vaccine,I_grizzly,C_transplant,C_torture,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,27.986,27.986,29.936,1,47.773,47.773,50.054,1,25.306,25.306,43.746,1,47.527,47.527,49.526,1,39.344,39.344,50.368,1,48.337,48.337,49.987,1,9.896,9.896,11.446,1,29.016,29.016,30.489,1,55.84,55.84,57.799,1,29.203,29.203,31.299,1,13.345,13.345,14.719,1,16.82,16.82,18.187,1,13.144,13.144,14.374,1,16.287,16.287,18.201,1,32.066,32.066,33.935,1,28.54,28.54,30.246,1,13.706,13.706,15.251,1,100.578,100.578,102.15,1,23.37,23.37,29.671,1,29.158,29.158,30.845,1,,4,2,18,1,"The ones with the bomb, the bear, the hospital, the duck hunter, the man in the boat, train tracks, and the factory workers. Basically all of them had another variation somewhere else in the question set. ",Ist es richtig aus moralischen Grnden den Mann zu schieben um das Leben die andere vier Leute zu retten?,1,,1,14,1,7,7,7,7,4,4,4,4,19,19,7,7,
R_09uPQlBPs8VrDHT,Default Response Set,Anonymous,62,1,0,10/1/16 17:22,10/1/16 17:43,1,1,C_motocross,C_nurse,I_air show,C_air show,I_vaccine,C_footbridge,I_nurse,C_wood press,I_torture,I_transplant,I_footbridge,C_grizzly,C_torture,I_wood press,I_motocross,C_transplant,C_cargo,I_grizzly,I_cargo,C_vaccine,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,7.579,7.579,9.889,1,20.813,20.813,24.724,1,30.911,32.043,34.197,2,30.01,30.01,31.729,1,19.996,20.603,21.713,2,16.281,16.281,17.564,1,26.33,27.397,32.296,2,44.834,44.834,46.737,1,23.183,23.183,24.683,1,79.61,79.61,84.338,1,21.687,21.687,23.97,1,10.381,10.381,17.376,1,18.149,18.778,19.9,2,8.478,11.717,13.8,2,11.513,13.027,14.229,2,28.89,28.89,30.617,1,11.609,11.609,17.891,1,26.745,26.745,28.908,1,76.773,76.773,77.755,1,37.357,37.357,38.389,1,,4,1,22,1,All of the scenarios were asked more than once,Ist es moralisch richtig Mann zu scheilen admit veir Menchsen nicht storben?,1,,1,20,0,7,7,5,7,5,4,5,4,0,16,25,17,
R_dnCQrX0TQ3Hon4h,Default Response Set,Anonymous,63,1,0,10/2/16 12:17,10/2/16 12:48,1,1,I_wood press,I_air show,C_torture,C_nurse,I_vaccine,C_vaccine,C_motocross,C_transplant,I_cargo,I_nurse,I_torture,C_cargo,C_wood press,C_footbridge,C_grizzly,I_transplant,I_footbridge,C_air show,I_grizzly,I_motocross,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,54.12,54.12,62.836,1,23.328,23.328,25.798,1,4.287,4.287,5.667,1,42.3,42.3,44.62,1,36.562,36.562,37.922,1,43.57,43.57,45.74,1,71.672,71.672,74.202,1,47.135,47.135,49.96,1,68.327,68.327,70.72,1,28.572,28.572,30.235,1,18.82,18.82,21.225,1,37.628,37.628,39.743,1,48.615,48.615,52.393,1,28.97,28.97,30.933,1,44.51,44.51,49.212,1,78.63,78.63,112.573,1,40.15,40.15,41.96,1,37.21,37.21,38.958,1,12.088,12.088,13.78,1,22.702,22.702,51.652,1,4,,2,20,2,,Ist es moralisch richtig fur ein man drucken ein anderen man verhindern vier anderen menschen von Tod.,1,,2,14,1.5,7,7,7,7,4,3,4,4,0,11,19,50,"Yeah, was this the psychopath test? Also, what does it have to do with my German speaking ability?"
R_bqL3rqB1dx0hpVH,Default Response Set,Anonymous,64,1,0,10/2/16 15:11,10/2/16 15:38,1,1,C_vaccine,C_nurse,C_cargo,I_nurse,C_grizzly,C_torture,I_vaccine,I_torture,C_motocross,I_footbridge,I_motocross,C_air show,I_air show,C_wood press,C_transplant,I_transplant,C_footbridge,I_grizzly,I_cargo,I_wood press,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,87.365,87.365,90.076,1,46.987,46.987,50.721,1,18.035,18.035,19.676,1,32.91,34.166,36.254,2,17.027,17.027,17.693,1,26.922,26.922,27.696,1,23.942,23.942,24.863,1,24.299,24.299,32.242,1,9.558,9.558,10.231,1,33.606,34.4,36.265,2,20.777,20.777,34.799,1,17.443,17.443,23.565,1,14.207,14.207,18.038,1,18.854,18.854,42,1,18.774,18.774,20.086,1,54.137,54.137,57.581,1,44.619,44.619,45.601,1,48.807,48.807,50.663,1,33.024,33.024,38.336,1,49.741,49.741,50.532,1,4,,1,21,2,,"It es moralisch korrekt, den nahen Mann zu schieben, um vier andere Menschen an Tod zu hindern?",1,,1,15,0,7,7,7,7,5,5,4,5,10,25,0,10,
R_9XGawLpWilZZhL7,Default Response Set,Anonymous,65,1,0,10/3/16 13:10,10/3/16 13:25,1,1,C_grizzly,I_cargo,C_nurse,I_wood press,C_cargo,I_motocross,C_motocross,I_footbridge,C_torture,I_transplant,I_grizzly,C_footbridge,C_vaccine,I_vaccine,C_transplant,I_nurse,I_air show,I_torture,C_air show,C_wood press,complete,,1,,,1,1,1,American Sign Language,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,48.634,48.634,54.964,1,21.632,21.632,25.02,1,13.109,21.344,22.499,2,21.627,21.627,22.877,1,18.581,18.581,19.952,1,5.826,5.826,6.86,1,20.76,20.76,21.899,1,8.247,8.247,10.513,1,50.684,50.684,55.128,1,4.978,4.978,6.3,1,10.864,10.864,12.043,1,9.952,9.952,11.171,1,10.123,10.123,11.214,1,23.101,23.101,24.247,1,12.074,19.345,20.206,2,26.453,26.453,29.799,1,16.341,16.341,17.56,1,23.914,23.914,25.189,1,17.735,17.735,19.017,1,7.605,7.605,10.192,1,,4,2,22,2,,Es it richtig zu ein Mann toten zu vier oder Personen sparen.,1,,1,19,1,7,7,7,7,4,5,4,4,9,0,0,0,
R_8C7wljWyJHu6K0J,Default Response Set,Anonymous,66,1,0,10/3/16 15:06,10/3/16 15:49,1,1,I_nurse,C_vaccine,I_air show,C_cargo,I_footbridge,I_wood press,I_transplant,I_cargo,I_grizzly,I_torture,C_torture,C_transplant,C_grizzly,I_vaccine,I_motocross,C_motocross,C_air show,C_nurse,C_footbridge,C_wood press,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,23.942,23.942,29.489,1,39.803,39.803,48.287,1,24.391,24.391,26.573,1,24.927,24.927,29.268,1,42.002,42.002,44.89,1,23.164,23.164,25.586,1,27.438,27.438,29.367,1,24.757,24.757,27.292,1,59.186,59.186,61.797,1,34.203,34.203,35.311,1,24.064,24.064,26.167,1,19.635,19.635,21.564,1,37.172,37.172,38.295,1,43.169,43.169,45.349,1,55.506,55.506,58.114,1,31.36,31.36,33.15,1,59.367,59.367,139.038,1,25.775,25.775,28.169,1,44.899,44.899,53.262,1,24.915,24.915,27.533,1,4,,1,64,2,,"Ist es moralisch richtig, die in der Naehe Mann zu schieden vier andere Menschen daran zu hindern, zu sterben?",1,,1,60,2,7,7,7,7,4,3,5,4,0,2,1,14,Keine Fragen
R_2lYSfo74GYImOzz,Default Response Set,Anonymous,67,1,0,10/3/16 17:58,10/3/16 18:15,1,1,I_transplant,C_wood press,I_vaccine,I_nurse,C_cargo,C_footbridge,I_wood press,I_grizzly,C_air show,I_motocross,C_nurse,C_motocross,I_torture,I_cargo,C_torture,I_air show,C_grizzly,C_vaccine,C_transplant,I_footbridge,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,12.853,12.853,15.674,1,29.894,29.894,33.091,1,33.47,33.47,35.2,1,22.61,22.61,24.072,1,19.025,19.025,20.999,1,72.652,72.652,75.187,1,23.861,23.861,26.087,1,14.885,14.885,16.683,1,18.731,18.731,21.525,1,42.483,42.483,44.146,1,20.449,20.449,22.484,1,11.091,11.091,12.793,1,21.089,21.089,22.529,1,13.947,13.947,15.619,1,35.214,35.214,37.681,1,18.998,18.998,22.871,1,44.362,44.362,47.744,1,15.459,15.459,18.083,1,11.062,11.062,13.1,1,25.756,25.756,28.455,1,,4,2,21,2,,"Ist es moralisch richtig, ein Mann in der Nahe zu stossen, um den Tode vier andere Leute zu halten? ",1,,2,15,3,7,7,7,7,4,5,6,6,0,5,30,30,
R_8G38iOBZzhW1v9j,Default Response Set,Anonymous,68,1,0,10/4/16 10:41,10/4/16 10:57,1,1,I_nurse,C_vaccine,I_footbridge,I_wood press,C_transplant,I_torture,I_cargo,C_grizzly,I_vaccine,C_cargo,C_torture,I_air show,C_nurse,I_grizzly,C_footbridge,C_wood press,I_transplant,C_motocross,I_motocross,C_air show,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,22.526,22.526,25.378,1,16.657,16.657,19.431,1,21.941,21.941,25.61,1,21.42,21.42,23.303,1,18.29,18.29,20.383,1,17.417,17.417,19.18,1,14.074,14.074,16.478,1,15.971,15.971,17.648,1,26.283,26.283,28.158,1,8.768,8.768,10.901,1,7.96,7.96,9.973,1,20.514,20.514,23.013,1,12.707,12.707,19.238,1,29.483,29.483,31.464,1,19.034,19.034,21.59,1,21.486,21.486,22.963,1,57.772,57.772,59.888,1,9.206,9.206,11.04,1,25.44,25.44,27.243,1,20.14,20.14,21.872,1,4,,1,39,1,The men working on the tracks while a train is coming. / The men working in a wood pulp machine. / Two of the scenarios involving hospitals (the comatose patient and the organ donation),"Ist es aus moralischen Grnden angemessen, den daneben stehenden Mann zu schieben, damit vier andere Leute nicht sterben mssen? ",1,,2,14,15,7,7,7,7,6,7,7,6,0,20,40,11,
R_3eY5UpbzMZicYVn,Default Response Set,Anonymous,69,1,0,10/4/16 11:13,10/4/16 11:26,1,1,I_footbridge,C_motocross,C_air show,C_nurse,C_footbridge,I_wood press,C_cargo,I_air show,C_vaccine,I_transplant,I_cargo,C_transplant,C_torture,I_vaccine,C_wood press,I_motocross,I_nurse,C_grizzly,I_torture,I_grizzly,complete,,1,,,1,,1,Spanish,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,7.465,7.465,8.554,1,18.268,18.268,19.795,1,10.542,10.542,11.552,1,24.028,24.028,24.993,1,8.311,8.311,9.295,1,14.548,14.548,15.838,1,12.678,12.678,13.927,1,11.831,11.831,12.817,1,15.549,15.549,16.533,1,8.826,8.826,9.995,1,15.931,15.931,16.93,1,7.51,7.51,8.718,1,13.42,13.42,14.502,1,8.882,8.882,10.761,1,11.484,11.484,12.667,1,14.341,14.341,15.955,1,9.687,9.687,10.622,1,23.374,30.358,31.24,2,14.663,14.663,15.769,1,12.398,12.398,13.664,1,4,,2,20,1,The train scenario ,"Ist es moralisch richtig, der nahe Mann zu schieben, um vier andere Menschen sterben zu hindern?",1,,1,19,3,7,6,7,7,5,6,6,3,0,27,37,37,
R_7Wld0LsnS6CJX9z,Default Response Set,Anonymous,70,1,0,10/4/16 11:21,10/4/16 11:48,1,1,I_wood press,C_torture,C_vaccine,I_motocross,I_vaccine,I_cargo,I_nurse,C_air show,C_wood press,C_motocross,C_footbridge,I_torture,C_cargo,I_footbridge,I_grizzly,C_nurse,C_transplant,I_air show,C_grizzly,I_transplant,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,32.444,32.444,33.911,1,8.962,8.962,9.86,1,18.692,18.692,21.09,1,34.416,34.416,35.481,1,24.931,26.379,26.934,2,41.127,41.127,56.109,1,56.751,56.751,78.428,1,22.162,22.162,25.639,1,53.394,53.394,79.853,1,22.414,22.414,25.976,1,11.887,11.887,13.52,1,25.869,25.869,27.936,1,28.079,28.079,29.995,1,50.988,50.988,52.503,1,24.719,24.719,28.876,1,16.35,16.35,17.273,1,34.189,34.189,42.081,1,15.171,15.171,16.491,1,16.789,16.789,18.626,1,29.537,29.537,31.376,1,,4,1,21,1,"All of the examples that had to deal with sacrificing one life for many other lives to continue living. In philosophy, the outcome should always be that one life lost is tragic, but it would be better for only one life lost than many others. However, in the scenarios where others would be injured, but not killed by something, it is never morally right to kill one person to prevent others from being injured. These scenarios are tricky for me personally because I feel like I must do something, but I don't want to put others in harms' way.","Ist es moralisch richtig einen nahe Mann drcken, damit vier andere Menschen nicht sterben?",1,,1,14,1,7,7,7,7,5,7,6,5,50,20,10,30,
R_er27dWLBE6OXJfn,Default Response Set,Anonymous,71,1,0,10/4/16 14:06,10/4/16 14:25,1,1,I_vaccine,I_wood press,C_nurse,I_air show,I_grizzly,C_vaccine,I_footbridge,C_air show,I_motocross,C_cargo,I_torture,I_cargo,I_nurse,C_grizzly,C_footbridge,C_transplant,C_torture,C_wood press,C_motocross,I_transplant,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,49.689,49.689,50.497,1,37.122,37.122,38.785,1,28.178,28.178,28.901,1,14.539,14.539,15.462,1,21.66,21.66,22.991,1,23.789,23.789,27.705,1,26.615,26.615,27.4,1,8.344,8.344,9.044,1,25.692,25.692,27.211,1,7.968,7.968,8.733,1,10.614,10.614,11.293,1,18.269,18.269,19.208,1,16.861,16.861,18.482,1,25.377,25.377,28.183,1,27.643,27.643,28.75,1,25.066,25.066,25.842,1,25.292,25.292,26.182,1,27.54,27.54,29.202,1,16.599,16.599,17.35,1,23.221,23.221,24.099,1,,4,2,21,1,The train scenario and the organ transplant ones ,Ist es moralisch zu ein man vor einem zug drcken so dass vier andere Personen nicht versterben?,1,,2,15,3,7,7,7,7,5,5,4,5,0,0,0,0,
R_5pfrtjw4WuPB3aR,Default Response Set,Anonymous,72,1,0,10/4/16 14:52,10/4/16 15:10,1,1,I_transplant,I_cargo,I_footbridge,C_grizzly,I_vaccine,I_grizzly,C_cargo,C_vaccine,C_wood press,C_nurse,I_wood press,C_transplant,C_footbridge,I_motocross,C_motocross,I_air show,I_torture,C_air show,C_torture,I_nurse,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,40.261,40.261,41.303,1,19.061,19.061,23.317,1,21.948,21.948,23.109,1,16.523,16.523,17.333,1,40.992,40.992,42.37,1,13.792,13.792,15.002,1,25.938,25.938,33.94,1,15.624,15.624,18.426,1,23.317,23.317,24.214,1,24.193,24.193,25.139,1,14.031,14.031,14.897,1,13.63,13.63,14.551,1,15.319,15.319,16.29,1,20.754,20.754,22.307,1,32.769,32.769,35.083,1,108.642,108.642,109.492,1,22.87,22.87,23.632,1,12.637,12.637,13.439,1,19.175,19.175,20.025,1,17.194,17.194,18.139,1,4,,1,50,2,,"Ist es richthig wenn Man ein naehige Man stoesst, so das vier Leute nicht  sterbt?",1,,2,15,12,7,7,7,7,4,5,3,3,1,0,0,0,Very interesting.
R_8pNZLzROuaM5SHr,Default Response Set,Anonymous,73,1,0,10/4/16 18:14,10/4/16 18:53,1,1,C_grizzly,I_motocross,C_wood press,C_footbridge,I_cargo,C_transplant,C_nurse,I_grizzly,I_air show,I_transplant,C_motocross,C_cargo,I_footbridge,C_vaccine,C_torture,I_wood press,C_air show,I_torture,I_vaccine,I_nurse,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,185.315,185.315,186.216,1,23.08,23.08,23.941,1,23.681,23.681,28.014,1,137.026,137.026,137.803,1,176.031,176.031,180.098,1,19.807,19.807,21.026,1,24.544,24.544,25.498,1,70.326,70.326,71.325,1,15.672,15.672,16.514,1,297.164,297.164,301.113,1,106.659,106.659,107.98,1,225.41,225.41,226.339,1,15.019,15.019,25.047,1,20.114,20.114,20.84,1,70.277,70.277,72.772,1,32.784,32.784,36.136,1,23.009,23.009,23.898,1,44.834,44.834,48.933,1,11.491,11.491,12.361,1,33.822,33.822,34.85,1,,4,2,21,2,,Ist es Kopf-wahr ein Mann zu mrdern so dass vier Mnner sterben nicht.,1,,2,14,11,7,6,7,6,5,6,6,3,0,3,6,0,N/a
R_9XEO3cCOfRfMta5,Default Response Set,Anonymous,74,1,0,10/4/16 21:00,10/4/16 21:22,1,1,C_wood press,I_nurse,C_vaccine,C_cargo,I_footbridge,I_vaccine,I_motocross,I_wood press,C_footbridge,C_torture,I_torture,C_air show,C_nurse,C_motocross,C_transplant,I_grizzly,I_air show,C_grizzly,I_transplant,I_cargo,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,14.614,14.614,16.2,1,16.648,16.648,18.721,1,4.106,4.106,5.343,1,22.634,22.634,23.551,1,15.681,15.681,17.038,1,16.016,16.016,17.113,1,21.704,21.704,22.723,1,15.646,15.646,17.236,1,25.95,25.95,27.12,1,28.657,28.657,30.186,1,10.683,10.683,11.986,1,18.492,18.492,19.594,1,32.288,32.288,33.227,1,19.616,19.616,20.758,1,33.781,33.781,35.307,1,10.52,10.52,12.081,1,23.973,23.973,24.897,1,15.582,15.582,16.823,1,34.707,34.891,35.888,2,32.748,32.748,33.833,1,4,,2,26,2,,"Ist es moralisch korrekt den benachbarten Mann drcken, deshalb vier andere Leute nicht verenden verhindern?",1,,1,17,2,7,7,7,7,5,6,6,5,0,10,21,21,
R_6G0cC4wtVwVaAVn,Default Response Set,Anonymous,75,1,0,10/4/16 22:17,10/4/16 22:33,1,1,I_footbridge,C_grizzly,I_wood press,C_air show,I_cargo,I_nurse,C_vaccine,I_vaccine,I_air show,I_torture,I_grizzly,I_transplant,C_wood press,C_footbridge,C_transplant,I_motocross,C_motocross,C_cargo,C_torture,C_nurse,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,34.043,34.043,34.881,1,13.091,13.091,14.112,1,20.171,20.171,25.792,1,15.542,15.542,16.401,1,23.553,23.553,24.581,1,31.881,31.881,33.515,1,27.833,27.833,29.587,1,30.665,30.665,31.806,1,28.808,28.808,29.855,1,15.106,15.106,17.593,1,31.53,31.53,32.555,1,8.271,9.232,10.46,2,21.669,21.669,22.446,1,21.363,21.363,22.55,1,20.504,20.504,21.483,1,53.276,53.276,54.107,1,8.592,47.351,48.298,9,11.83,11.83,13.591,1,34.711,34.711,36.756,1,15.666,15.666,18.306,1,,4,1,35,2,,"Ist es moralisch korrekt, den nahen Mann zu sto§en, um vier andere Menschen vor dem Tod zu bewahren?",1,,2,18,12,7,7,7,7,5,5,6,6,0,10,20,20,
R_9sHeCSDNidcjua9,Default Response Set,Anonymous,76,1,0,10/4/16 22:07,10/4/16 22:41,1,1,I_transplant,C_motocross,I_footbridge,I_wood press,C_wood press,I_nurse,C_vaccine,I_torture,C_grizzly,C_cargo,I_air show,C_transplant,I_grizzly,I_cargo,I_vaccine,I_motocross,C_nurse,C_air show,C_torture,C_footbridge,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,21.862,21.862,24.085,1,35.817,35.817,41.026,1,247.178,247.178,334.08,1,30.574,30.574,34.29,1,81.811,81.811,84.384,1,29.749,29.749,32.526,1,26.596,26.596,31.455,1,112.535,112.535,115.475,1,51.38,51.38,53.472,1,33.533,33.533,37.086,1,20.637,20.637,22.58,1,25.194,25.194,27.32,1,16.131,16.131,19.279,1,28.108,28.108,32.728,1,34.162,34.162,40.302,1,38.664,38.664,40.963,1,56.214,56.214,192.48,1,32.796,32.796,34.476,1,37.025,37.025,38.589,1,64.86,64.86,67.489,1,4,,1,36,1,"I have heard of the theoretical situation of people on train tracks and pushing other people from platforms to somehow save the first group. And of course many of the other scenarios are pretty similar, although the specifics of them were new to me.","Ist es moralisch gleichberechtigt, den nahestehenden Mann zu schieben, um den Tod vier anderer Personen zu verhindern?",1,,2,18,24,7,7,7,7,5,4,6,5,2,4,4,4,
R_79T3ct6lHgPmli5,Default Response Set,Anonymous,77,1,0,9/27/16 20:17,9/28/16 7:51,0,2,C_transplant,I_torture,C_vaccine,C_cargo,I_vaccine,I_motocross,C_footbridge,I_footbridge,I_cargo,I_grizzly,I_nurse,I_air show,C_wood press,C_motocross,C_air show,C_nurse,C_torture,C_grizzly,I_transplant,I_wood press,,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,2,11.866,11.866,16.196,1,25.957,25.957,27.728,1,20.301,20.301,21.006,1,35.527,35.527,37.067,1,25.375,25.375,26.352,1,15.227,15.227,18.078,1,27.944,27.944,29.169,1,21.364,21.364,22.105,1,15.752,15.752,16.439,1,29.649,29.649,30.612,1,21.801,27.707,29.021,2,20.105,20.105,86.211,1,25.402,25.402,31.607,1,26.893,26.893,30.267,1,35.665,35.665,39.476,1,16.335,16.335,17.194,1,48.912,49.967,51.579,2,8.336,8.336,9.565,1,7.882,7.882,9.824,1,27.393,27.393,28.349,1,4,,1,20,1,,,,,,,,,,,,,,,,,,,,
