V1,V2,V3,V5,V7,V8,V9,V10,gc,term,Attn_MariaAdam,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_3,Speak_4,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,SubmitTime1,SubmitTime2,SubmitTime3,SubmitTime4,SubmitTime5,SubmitTime6,SubmitTime7,SubmitTime8,SubmitTime9,SubmitTime10,SubmitTime11,SubmitTime12,SubmitTime13,SubmitTime14,SubmitTime15,SubmitTime16,SubmitTime17,SubmitTime18,SubmitTime19,SubmitTime20,time_11,time_110,time_111,time_112,time_113,time_114,time_115,time_116,time_117,time_118,time_119,time_12,time_120,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_21,time_210,time_211,time_212,time_213,time_214,time_215,time_216,time_217,time_218,time_219,time_22,time_220,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_41,time_410,time_411,time_412,time_413,time_414,time_415,time_416,time_417,time_418,time_419,time_42,time_420,time_43,time_44,time_45,time_46,time_47,time_48,time_49,IRI_1,IRI_2,IRI_3,IRI_4,IRI_5,IRI_6,IRI_7,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,questioCRT1,questioCRT2,questioCRT3,questioCRT4,questioCRT5,answerCRT1,answerCRT2,answerCRT3,answerCRT4,answerCRT5,v191,v192,v193,v194,v195,timeCRT_11,timeCRT_12,timeCRT_13,timeCRT_14,timeCRT_15,timeCRT_21,timeCRT_22,timeCRT_23,timeCRT_24,timeCRT_25,timeCRT_41,timeCRT_42,timeCRT_43,timeCRT_44,timeCRT_45,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments,Include,cond
R_6xONijfET7K0UEl,Default Response Set,Anonymous,0,0,11/2/15 23:11,11/2/15 23:45,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,27.779,60.621,62.964,19.341,16.104,43.317,9.268,172.204,126.691,27.208,23.288,46.778,28.091,9.202,29.051,40.155,151.044,49.89,42.62,51.637,13.409,26.187,19.064,33.512,27.036,8.152,26.015,38.903,19.693,48.08,31.1,22.859,13.004,30.084,17.464,14.291,41.906,3.385,108.244,125.727,26.25,26.187,21.27,34.217,27.036,8.152,26.015,38.903,119.486,48.08,31.682,25.111,13.004,34.156,17.464,14.291,41.906,8.253,170.156,125.727,3,1,4,2,1,1,1,1,6,1,2,3,1,3,1,1,1,2,33,1,5,1,5,4,1,2,4,1,1,4,3,2,1,1,1,1,1,9,15,yes,2.25,12,26.729,9.449,9.627,134.789,66.424,7.735,6.437,6.624,7.957,28.482,7.735,6.437,6.624,121.445,28.482,1,1,1,4,1,4,,2,22,2,,?Es apropriado para mantener su lazo anterior un secreto para mantener la feliz de el/ella y el lazo viva?,1,,2,20,1,5,6,5,5,7,7,7,7,0,0,6,1,great thorough survey- hope my feedback helps! ,Yes,0
R_08ppAMjVaRfViiV,Default Response Set,Anonymous,0,0,11/2/15 23:32,11/2/15 23:53,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,25.638,17.249,12.689,25.438,20.616,19.912,16.788,56.595,18.305,37.738,18.032,13.922,13.76,33.006,22.184,14.475,19.096,18.499,18.525,11.935,24.045,36.551,16.849,12.771,9.637,31.025,11.675,13.507,17.092,17.561,17.065,15.732,10.926,11.511,19.804,19.393,18.093,14.609,55.631,16.559,24.045,36.551,16.849,12.771,9.637,31.025,11.675,13.507,17.092,17.561,17.528,15.732,10.926,11.511,19.804,19.393,19.277,14.609,55.631,16.559,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,4,2,3,3,3,1,2,2,2,4,3,3,1,1,1,1,1,4,30,yes,2.25,4,61.285,97.216,11.683,44.347,114.579,1.265,1.411,3.081,0.893,3.67,1.265,1.411,3.081,0.893,82.413,1,1,1,1,3,,4,2,21,1,scenarios regarding the vaccines for patients or the ones where the woman with the child falls in front of your car,?Es acuerdo para t de mantenga su relacin anterior un secreto para que mantener l/ella feliz y el relacin viva?,1,,1,14,0,3,3,4,4,7,7,7,7,0,15,0,0,,Yes,0
R_6eZPIWd6cFYmi0J,Default Response Set,Anonymous,0,0,11/2/15 23:45,11/3/15 0:04,1,,,,1,,,,,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,17.813,14.819,11.752,22.191,29.132,16.725,15.889,34.523,29.717,22.467,15.817,10.951,38.941,24.627,15.98,26.659,25.546,18.577,13.16,16.941,16.506,17.841,13.12,9.785,35.652,22.58,12.846,21.744,24.286,17.544,12.04,13.513,15.915,10.836,16.386,28.076,15.498,14.887,27.398,27.936,16.506,17.841,13.12,9.785,37.034,22.58,12.846,23.08,24.286,17.544,12.04,13.513,15.915,10.836,16.386,28.076,15.498,14.887,27.398,27.936,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,3,2,4,3,4,2,4,3,1,1,1,1,1,4,29,No,2.25,5,166.497,54.172,16.83,60.391,68.827,4.007,51.485,14.713,2.921,1.659,118.642,51.485,14.713,53.859,1.659,2,1,1,2,1,,4,2,23,2,,Es apropriado que guardes como secreto una relacion previa para hacerle feliz y mantener la relacion?,1,,2,16,24,4,7,5,5,7,7,7,6,0,9,37,20,,Yes,0
R_3OZs2Jb9mPxD0ot,Default Response Set,Anonymous,0,0,11/2/15 23:37,11/3/15 0:08,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,33.236,31.636,25.852,47.65,18.787,28.834,56.736,39.832,24.982,36.077,52.59,20.592,30.666,39.705,20.017,26.289,34.252,30.517,51.083,23.653,32.375,34.978,51.554,19.277,30.033,37.789,19.271,25.335,33.216,29.763,50.144,30.423,20.212,21.491,45.368,18.221,27.184,55.585,38.563,24.295,32.375,34.978,51.554,19.277,30.033,37.789,19.271,25.335,33.216,29.763,50.144,30.423,20.212,21.491,45.368,18.221,27.184,55.585,38.563,24.295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,3,2,2,4,2,2,4,3,4,1,1,1,1,1,4,30,Yes,2.25,5,94.257,27.95,23.135,34.951,99.107,23.374,5.75,19.496,10.237,37.538,23.374,5.75,19.496,23.673,37.538,1,1,1,2,1,4,,2,22,1,Many of the scenarios slightly changed became completely different and I had to rethink the situation.,Es adecuado para esconder tu relacin anterior para mantener la felicidad de tu marido y quedarla viva a la relacin,1,,2,18,2,4,5,5,5,7,7,7,7,0,17,32,4,Intriguing. I'd be very interested to see how the results of this survey are used.,Yes,0
R_5BAHu6vyzSoWU3r,Default Response Set,Anonymous,0,0,11/3/15 0:05,11/3/15 1:03,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,13.435,17.345,19.483,1818.676,15.296,17.637,13.56,29.427,25.488,9.407,19.6,12.385,10.698,17.732,613.856,35.961,33.808,15.601,32.988,18.522,9.521,8.16,18.194,10.889,8.954,16.301,611.968,26.13,32.275,14.182,32.061,15.91,16.901,17.99,1817.553,13.147,16.272,11.742,27.993,23.936,9.521,8.16,18.194,10.889,8.954,16.301,611.968,34.567,32.275,14.182,32.061,15.91,16.901,17.99,1817.553,13.147,16.272,11.742,27.993,23.936,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,3,2,4,2,2,1,1,1,1,1,6,30,No,2.25,3,24.004,23.163,19.272,48.001,32.166,1.273,0.878,1.16,0.975,1.106,1.273,0.878,9.281,45.281,1.106,1,1,3,5,1,4,,2,22,1,The moral dilemmas (from previous psychology/ethics classes),ÀSea apropriada ocultar tu relacin previa para mantenerle feliz y para continuar la relacin? ,1,,2,13,3,6,5,6,7,7,7,7,7,0,1,2,10,Progress bar to monitor how far into the study subjects are ,Yes,0
R_cUzexchQ0Awefxr,Default Response Set,Anonymous,0,0,11/3/15 0:52,11/3/15 1:09,1,,,,1,,,,1,1,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,8.685,13.538,18.51,21.604,16.025,15.777,25.675,17.065,10.126,21.924,10.911,14.05,21.305,11.856,13.922,9.93,6.217,20.445,10.725,8.891,7.183,18.683,9.335,12.552,18.37,11.148,13.18,8.292,5.565,19.481,9.785,12.472,6.06,15.508,18.726,14.311,13.891,23.9,15.949,8.644,7.183,18.683,9.335,12.552,18.37,11.148,13.18,8.292,5.565,19.481,9.785,12.472,7.068,15.508,18.726,14.311,13.891,23.9,15.949,8.644,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,4,3,4,2,2,1,1,5,5,4,1,1,1,1,1,4,30,No,2.25,5,63.589,16.554,18.297,28.17,38.631,59.973,12.794,7.996,20.841,6.383,59.973,12.794,7.996,20.841,6.383,1,1,1,1,1,4,,2,19,1,The situation about crossing a border seemed familiar to real life and all seemed like common moral dilemmas to present ,Est apropriado por ti de guardes su relacin previosa por mantener la felicidad de su novio/a y la nueva relacin?,1,,1,14,0.5,4,4,5,3,7,7,7,7,0,0,5,10,,Yes,0
R_2fq9aLMjx6kkRc9,Default Response Set,Anonymous,0,0,11/3/15 0:56,11/3/15 1:19,1,,,,1,,,,1,1,,,1,Arabic,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,17.14,23.024,14.967,13.678,22.246,59.251,29.603,19.529,26.797,19.32,18.249,11.667,15.909,25.515,91.179,14.792,16.688,19.205,11.57,11.455,16.317,18.549,16.388,9.122,14.27,22.687,90.316,9.875,15.197,16.346,9.685,21.21,10.413,13.786,12.629,21.425,15.532,27.31,17.634,26.058,16.317,18.549,16.388,9.122,14.27,22.687,90.316,9.875,15.197,16.346,9.685,21.21,10.413,13.786,12.629,21.425,15.532,27.31,17.634,26.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,4,2,2,1,1,5,3,5,1,1,1,1,1,9,29,No ,2.25,3,216.047,65.611,15.556,27.757,19.299,101.054,61.938,12.575,7.4,12.926,196.969,61.938,12.575,7.4,12.926,5,1,1,1,1,,4,1,21,1,The moral dilemmas were typical of surveys like these and basic ethics courses.,ÀEs apropiado que a ella le ocultes su relacin anterior para que sea contento/a y que la relacin supere?,1,,2,12,9,6,6,7,6,7,7,7,7,0,6,27,69,None at the moment.,Yes,0
R_9uZc45JCWnHClkp,Default Response Set,Anonymous,0,0,11/3/15 4:51,11/3/15 5:06,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,12.441,10.854,10.801,15.633,9.082,17.133,11.509,24.864,20.032,15.096,13.888,10.062,16.957,12.573,13.874,13.448,19.835,11.75,10.513,9.8,10.825,13.624,12.61,8.496,15.155,11.085,12.773,11.559,17.723,9.969,9.129,9.742,8.462,8.999,14.07,7.886,15.913,9.953,20.766,19.026,10.825,13.624,12.61,8.496,15.155,11.085,12.773,12.771,17.723,9.969,9.129,9.742,8.462,10.142,14.07,7.886,15.913,9.953,20.766,19.026,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,5,1,5,5,1,2,5,2,2,5,5,5,1,1,1,1,1,4,29,Yes,2.25,5,39.887,108.288,9.5,42.079,43.905,30.628,5.861,2.535,4.666,39.539,30.628,55.875,2.535,4.666,39.539,1,2,1,1,1,,4,2,20,2,,Es apropiado mantener en secreto una relacin anterior para que l estar feliz y la relacin viviere?,1,,2,13,3,5,7,6,5,7,7,7,7,28,9,20,24,,Yes,0
R_0J666yASQ2ZAxLf,Default Response Set,Anonymous,0,0,11/3/15 9:27,11/3/15 9:57,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,55.001,69.08,6.702,66.318,124.43,4.875,12.711,36.68,47.681,11.925,3.991,4.102,36.929,15.06,60.318,43.704,3.268,6.602,10.116,14.522,52.439,10.315,2.932,3.371,6.46,8.162,59.003,42.838,2.146,5.344,7.577,60.542,10.551,4.667,64.74,123.155,3.04,3.15,35.55,41.599,52.439,10.315,2.932,3.371,6.46,8.162,59.003,42.838,2.146,5.655,7.577,60.542,10.551,4.667,64.74,123.155,3.04,3.15,35.55,45.582,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,4,2,2,2,2,3,4,3,1,1,1,1,1,9,30,Yes,2.25,1.5,186.015,18.927,16.442,55.366,88.794,1.103,10.086,6.444,41.723,28.956,1.103,10.086,6.444,41.723,79.335,1,1,1,1,3,4,,2,21,2,,Es apropriado para usted tener su relacion anterior un secreto para su novio ser feliz y tener un relacion bueno. ,1,,2,15,1.5,5,5,5,5,7,7,7,7,68,57,82,86,,Yes,0
R_6oknJPuUxDTxTjD,Default Response Set,Anonymous,0,0,11/3/15 10:14,11/3/15 10:39,1,,,,1,,,,,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,13.338,13.503,11.22,301.044,18.017,14.775,13.563,19.471,25.767,10.189,11.951,468.347,22.149,25.344,16.321,13.052,7.069,13.175,17.867,82.142,11.143,9.316,11.051,467.417,20.803,24.151,15.359,12.018,6.156,12.165,16.985,12.605,80.828,10.314,16.588,6.407,13.925,12.352,18.029,24.965,12.415,9.316,11.051,467.417,20.803,24.151,15.359,12.018,6.156,12.165,16.985,12.605,80.828,10.314,16.588,17.03,13.925,12.352,18.029,24.965,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,5,5,1,1,5,1,1,1,3,2,1,1,1,1,1,9,0,YES,2.50,2,23.424,6.217,7.844,11.905,21.868,21.766,4.302,4.434,8.871,7.659,21.766,4.302,4.434,8.871,20.179,1,1,1,1,3,4,,2,25,1,BABY MOUTH-MASH,Es aqpropriado guarder su relacion anterior un secreto para mantener a el/ella como feliz y la relacion vivo?,1,,1,9,5,5,7,6,5,7,7,7,7,9,9,20,19,,Yes,0
R_80Miq5MBBLGIsZf,Default Response Set,Anonymous,0,0,11/3/15 10:48,11/3/15 11:02,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,5.985,25.154,8.473,15.44,8.806,6.594,5.052,22.496,22.522,19.278,11.554,16.359,45.919,10.936,22.219,23.778,25.101,24.33,16.857,6.053,5.124,18.212,10.835,4.291,44.982,8.984,21.055,22.95,24.228,23.389,16.028,23.886,5.169,7.751,14.51,7.958,5.57,4.229,21.548,21.733,5.124,18.212,10.835,4.291,44.982,8.984,21.055,22.95,24.228,23.389,16.028,23.886,5.169,7.751,14.51,7.958,5.57,4.229,21.548,21.733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,4,1,2,4,3,2,1,1,1,1,1,12,30,Yes,2.25,5,10.578,10.378,11.689,24.146,45.942,8.734,7.36,7.617,17.418,0.088,8.734,7.36,7.617,17.418,42.141,1,1,1,1,3,4,,2,21,1,"Anytime scenarios were just reworded, I knew what the researcher was trying to do because I am a psychology major.",Es apropriado guardar tu relacion en el pasado un secreto en orden guardar el/ella feliz y la relacion viva?,1,,1,12,0,6,6,4,4,7,7,7,7,2,2,0,6,It did not involve as much spanish as I thought it would.,Yes,0
R_cA9DWOk5XP0zART,Default Response Set,Anonymous,0,0,11/3/15 10:47,11/3/15 11:08,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,20.976,29.234,20.239,32.703,21.147,28.268,40.335,36.743,35.482,26.834,31.594,23.337,23.538,45.718,19.297,14.51,25.001,22.653,20.434,15.816,18.636,24.745,29.17,21.741,19.795,43.514,15.558,13.243,23.045,20.709,18.586,27.694,14.354,18.529,29.801,19.55,26.177,38.148,30.644,33.18,18.636,24.745,29.17,21.741,19.795,43.514,18.701,13.243,23.045,20.709,18.586,27.694,14.354,18.529,29.801,19.55,26.177,38.148,30.644,33.18,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,3,1,1,4,2,2,4,3,2,1,1,1,1,1,4,30,Yes,2.25,5,85.44,25.899,22.974,45.359,42.918,13.219,8.619,12.969,34.697,34.735,81.354,8.619,12.969,34.697,34.735,2,1,1,1,1,4,,2,20,1,Animal testing / Drug distribution / STD/Divorce Relationship,Es apropiado para ti mantener tu relacion antes un secreto para mantener el contento y la relacion con vivo?,1,,1,14,3,4,4,7,6,7,7,7,7,8,8,9,18,Nada,Yes,0
R_1TRGwcSYUJXdVR3,Default Response Set,Anonymous,0,0,11/3/15 11:05,11/3/15 11:40,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,42.25,85.372,64.289,248.754,89.67,70.485,58.564,93.264,50.306,29.948,29.756,25.572,55.894,42.161,22.523,15.39,24.922,23.624,16.664,15.832,40.278,28.177,8.569,17.334,54.506,33.328,14.671,13.758,22.146,21.494,5.224,18.989,14.354,1.459,15.644,12.474,20.881,23.17,26.895,29.143,40.278,28.177,27.785,22.481,54.506,40.69,16.264,13.758,22.146,21.494,15.047,58.784,14.354,61.662,247.221,82.801,49.829,49.608,91.175,48.307,1,1,3,2,1,2,2,1,1,1,2,5,1,5,4,5,3,4,2,2,4,4,4,3,3,2,4,1,1,4,5,1,1,1,1,1,1,4,29,No,2.25,5,361.624,27.449,48.109,76.343,68.342,80.728,2.387,11.094,12.113,39.417,210.328,11.759,11.094,12.113,39.417,2,3,1,1,1,,4,2,20,2,,Es apropriado mantener secreto tu relacion previa para que mantenga el/ella feliz y la relacion viva?,1,,2,12,4,4,5,6,6,7,7,7,7,4,6,15,37,,Yes,0
R_doLNlblvlYcwHjv,Default Response Set,Anonymous,0,0,11/3/15 11:52,11/3/15 12:32,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,52.326,85.209,23.896,17.448,31.923,22.71,16.945,153.716,39.096,13.236,27.316,30.244,29.408,36.609,54.977,24.893,16.361,20.096,8.221,17.895,50.795,11.357,26.392,28.768,28.046,35.257,54.074,23.418,15.066,18.463,4.102,71.236,16.42,22.329,16.434,30.571,21.595,15.707,152.465,38.049,50.795,11.357,26.392,28.768,28.046,35.257,54.074,23.418,15.066,18.463,4.102,71.236,16.42,22.329,16.434,30.571,21.595,15.707,152.465,38.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,1,5,3,2,5,3,1,1,1,1,1,1,9,15,yes,2.25,3,382.344,66.609,12.631,136.865,63.093,15.12,52.409,9.637,44.344,60.111,377.481,52.409,9.637,44.344,60.111,3,1,1,1,1,,4,2,33,1,"The doctor having to decide if abortion is ethical, I am a scrub nurse in surgery and have to deal with this on a personal basis.  I recognize the situation about smothering the baby from a movie and I was shocked watching this but I understood the dilemma of the others.",Es propio ocultar tu relacion previa para mantenerlo feliz y para tener un relacion buena,1,,2,28,10,4,4,6,5,7,7,7,7,0,30,70,90,,Yes,0
R_3WUOKtPYcDerY1f,Default Response Set,Anonymous,0,0,11/3/15 12:52,11/3/15 13:18,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,29.555,33.002,36.331,35.731,46.771,12.068,48.298,32.967,34.245,39.635,15.698,50.557,32.757,16.113,25.86,81.069,28.041,25.088,15.016,14.387,27.762,38.41,13.124,47.794,31.181,13.827,24.613,79.811,25.607,23.552,13.577,19.877,12.073,34.962,33.638,44.298,10.856,46.477,31.21,32.812,27.762,38.41,13.124,47.794,31.181,13.937,24.613,79.811,25.607,23.552,13.577,19.877,12.073,34.962,33.638,44.298,10.856,46.477,31.21,32.812,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,4,4,3,2,3,4,4,3,1,1,1,1,1,4,29,No,2.25,5,19.352,13.471,8.811,18.307,20.278,15.94,11.567,6.364,3.74,13.533,15.94,11.567,6.364,3.74,13.533,1,1,1,1,1,,4,2,21,2,,Es apropriada no hablar sobre una relacion del pasado mantener una pareja feliz y continuar su relacion ahora?,1,,1,12,3.5,6,6,5,5,7,7,7,7,0,0,4,4,Have a way to insert Spanish characters when translating. My response has no accents because I couldn't paste them in from Word.,Yes,0
R_egtm9aXgdXqbvjD,Default Response Set,Anonymous,0,0,11/3/15 13:24,11/3/15 13:56,1,,,,1,,,,1,1,,,1,Portuguese ,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,23.879,22.285,23.917,30.061,24.34,14.981,63.079,33.93,20.053,31.648,47.053,18.189,22.001,21.449,20.568,201.712,23.402,18.513,13.816,16.618,22.544,29.754,19.408,15.912,20.908,20.233,18.51,197.301,22.1,16.922,12.398,21.027,15.663,21.076,28.145,22.164,13.81,55.025,30.796,18.906,22.544,29.754,44.663,15.912,20.908,20.233,18.51,197.301,22.1,16.922,12.398,21.027,15.663,21.076,28.145,22.164,13.81,61.371,30.796,18.906,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,4,5,2,2,5,2,2,5,5,1,1,1,1,1,1,9,the question did not specify how many   in total were in the class ,yes ,2.25,3,34.293,87.076,40.091,310.78,33.406,24.191,27.605,13.595,13.163,20.744,24.191,32.126,13.595,13.163,20.744,1,4,1,1,1,4,,2,21,2,,"Es apropriado mantener su relacion previa un secreto para que ello, ella sea feliz y su relacionamiento sobrevive?",1,,1,14,3,6,7,7,6,7,7,7,7,0,8,30,30,,Yes,0
R_4TsJFnh2JOeZzk9,Default Response Set,Anonymous,0,0,11/3/15 14:13,11/3/15 14:37,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,14.362,24.199,20.095,24.663,16.67,23.747,15.795,42.996,19.356,20.956,18.356,15.923,35.408,41.806,14.643,11.869,17.789,17.524,13.456,15.62,12.874,19.621,16.96,14.35,33.315,38.537,13.338,10.558,15.612,16.052,11.531,22.142,14.021,18.114,21.822,12.208,22.472,14.522,41.397,17.308,12.874,19.621,16.96,14.35,33.315,40.968,13.338,10.558,15.612,16.052,11.531,22.142,14.021,18.114,21.822,13.914,22.472,14.522,41.397,17.308,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,5,4,2,1,4,2,2,5,5,2,1,1,1,1,1,4.5,30,No ,1.75,5,204.831,28.407,48.255,63.515,125.122,8.082,25.325,8.749,6.039,6.481,188.946,25.325,8.749,59.209,6.481,4,1,1,2,1,4,,2,21,2,,?Es apropiado para ti a guardar su relacion previo en secreto para que mantaner el/ella feliz y la relacion actualmente vivo?,1,,2,14,4,5,6,6,5,7,7,7,7,0,1,3,5,,Yes,0
