V1,V2,V3,V4,V5,V7,V8,V9,V10,Source,Code,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments,Q31,Include
R_qF92PbmlA7mXcRz,Default Response Set,Anonymous,61,2,,9/8/16 10:52,9/8/16 11:06,0,3201,Z311Y,I_vaccine,I_footbridge,C_air show,C_torture,C_grizzly,I_wood press,C_footbridge,C_nurse,C_cargo,C_vaccine,C_transplant,C_wood press,I_cargo,I_motocross,C_motocross,I_nurse,I_grizzly,I_torture,I_transplant,I_air show,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2.325,2.325,3.598,1,2.896,2.896,3.789,1,2.473,2.473,3.564,1,1.249,7.546,8.43,2,2.097,2.097,3.523,1,2.282,4.136,5.177,2,2.79,2.79,3.664,1,2.368,2.368,3.346,1,4.294,5.312,5.897,2,9.604,9.604,10.566,1,1.992,1.992,2.854,1,6.63,9.916,10.856,2,18.509,18.509,19.956,1,7.216,7.216,8.127,1,3.1,3.1,4.438,1,9.54,10.825,11.295,2,2.676,2.676,4.03,1,6.315,6.315,7.283,1,17.16,28.771,29.545,3,4.717,5.579,10.972,2,4,,2,29,1,The track worker scenario,"Ist es moralisch richtig einen Mann zu schubsen, damit verhindert wird, dass 4 Menschen sterben?",1,,3,12,0,7,7,7,7,4,5,5,5,4,52,83,82,,,1
R_2BhN0WMfC8gwPXg,Default Response Set,Anonymous,62,2,,9/8/16 5:52,9/8/16 6:10,0,3751,Z357Y,C_cargo,C_motocross,C_wood press,I_cargo,C_grizzly,C_vaccine,I_air show,C_air show,I_motocross,I_transplant,C_nurse,I_vaccine,I_wood press,I_grizzly,I_footbridge,I_nurse,C_footbridge,C_torture,I_torture,C_transplant,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,14.309,14.309,15.518,1,54.734,54.734,56.324,1,14.554,14.554,15.683,1,45.098,45.098,46.657,1,37.011,37.011,38.203,1,25.371,25.371,27.014,1,26.795,26.795,28.053,1,34.017,34.017,35.313,1,34.222,34.222,35.31,1,52.743,52.743,54.421,1,20.49,20.49,21.453,1,13.16,13.16,14.186,1,13.811,13.811,14.931,1,21.82,21.82,22.882,1,24.289,24.289,25.596,1,49.696,54.806,55.9,2,14.357,14.357,15.599,1,41.468,41.468,42.804,1,25.448,25.448,26.687,1,16.22,16.22,19.586,1,,4,2,29,1,The case of the nurse in the hospital,"Ist es moralisch korrekt, den Mann neben sich zu sto§en um vier Personen vor dem Sterben zu bewahren?",1,,1,10,0,7,7,7,7,6,6,6,5,0,9,33,35,,,1
R_1HjZbeKuFuUSHfk,Default Response Set,Anonymous,63,2,,9/8/16 5:28,9/8/16 6:03,0,7636,A681Y,I_footbridge,C_vaccine,C_motocross,C_air show,C_wood press,I_grizzly,I_nurse,I_wood press,I_torture,C_nurse,I_motocross,C_grizzly,C_torture,I_cargo,C_cargo,I_vaccine,I_transplant,C_transplant,I_air show,C_footbridge,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,72.565,72.565,73.689,1,89.22,89.22,90.986,1,43.289,43.289,146.821,1,76.218,76.218,83.261,1,55.122,55.122,56.35,1,40.816,40.816,42.06,1,50.037,51.549,52.704,2,37.552,37.552,40.02,1,58.13,58.13,59.134,1,82.561,82.561,83.741,1,55.327,55.327,57.372,1,46.991,46.991,47.763,1,54.496,54.496,55.462,1,53.408,53.408,59.116,1,66.21,66.21,67.247,1,20.086,20.086,20.946,1,41.5,41.5,43.103,1,83.943,83.943,84.722,1,49.834,49.834,50.942,1,74.28,74.28,75.292,1,4,,1,18,1,"Most of those situations where shown me twice, but the second time it was shown the story changed slightly. The slight change caused a other ending of the story.","Ist es moralisch richtig einen Nebenstehenden zu schubsen, um vier andere Menschen vor dem sterben zu retten?",1,,1,12,1,7,7,7,7,5,6,6,5,0,4,70,76,,,1
R_1EgmrkzctcWPqdz,Default Response Set,Anonymous,64,2,,9/8/16 5:29,9/8/16 6:00,0,2731,Z272B,I_motocross,I_cargo,I_air show,C_air show,I_footbridge,I_wood press,C_motocross,C_torture,I_grizzly,C_vaccine,C_cargo,C_footbridge,I_vaccine,I_nurse,C_nurse,I_transplant,I_torture,C_grizzly,C_transplant,C_wood press,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,28.259,28.259,29.462,1,19.222,19.222,20.238,1,28.871,38.881,44.971,2,42.276,42.276,50.237,1,28.872,28.872,29.778,1,19.669,19.669,21.575,1,410.083,410.083,411.309,1,15.718,15.718,17.685,1,36.851,36.851,37.878,1,21.498,21.498,22.615,1,75.486,75.486,76.731,1,24.405,24.405,25.811,1,12.313,12.313,13.463,1,17.087,25.591,36.016,2,32.54,32.54,33.885,1,32.009,32.009,33.056,1,29.058,29.058,30.38,1,14.188,14.188,15.783,1,29.983,29.983,31.337,1,20.311,20.311,21.499,1,4,,2,31,2,,"Ist es ist moralisch korrekt, den nahe stehenden Mann zu schubsen, um 4 Menschen vor dem Tod zu retten?",1,,2,5,36,7,7,7,7,6,7,7,6,29,70,83,83,"Quite interesting scenarios. I once saw a lecture from Harvard, where they were talking about moral judgements and similar scenarios. So it was somehow fun to participate in this study. ",,1
R_3kobU87JGH4AIA6,Default Response Set,Anonymous,65,2,,9/8/16 5:07,9/8/16 5:17,0,395,Z77Y,I_air show,C_footbridge,I_footbridge,C_vaccine,I_torture,I_vaccine,C_nurse,C_motocross,C_grizzly,C_torture,C_cargo,I_cargo,I_nurse,I_grizzly,C_air show,I_wood press,I_motocross,C_wood press,I_transplant,C_transplant,,1,,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10.456,10.456,11.741,1,23.372,23.372,25.155,1,16.338,16.338,17.22,1,17.035,17.035,17.741,1,38.89,38.89,39.777,1,25.758,25.758,26.665,1,11.861,11.861,12.669,1,16.566,16.566,17.349,1,22.213,22.213,22.935,1,9.101,9.101,11.737,1,11.537,11.537,12.711,1,9.547,9.547,10.411,1,10.452,10.452,12.86,1,22.58,22.58,23.648,1,19.764,19.764,21.823,1,24.201,24.201,25,1,12.238,12.238,12.926,1,21.113,21.113,21.96,1,19.232,19.232,20.336,1,21.801,21.801,22.927,1,4,,1,25,2,,"Ist es moralisch korrekt, den Mann in der Nhe zu schubsen, um vier andere Leute vor dem Sterben zu bewahren?",1,,1,10,0,7,7,7,6,5,6,6,5,9,62,92,84,,,1
R_1r92h7JKwqb2NPZ,Default Response Set,Anonymous,66,2,,9/8/16 5:28,9/8/16 6:19,0,6399,Z578B,I_wood press,I_air show,C_wood press,C_vaccine,I_cargo,I_grizzly,C_footbridge,I_transplant,C_torture,C_transplant,I_footbridge,I_vaccine,C_air show,I_motocross,C_grizzly,C_nurse,C_cargo,I_torture,I_nurse,C_motocross,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,26.085,26.085,27.144,1,16.157,16.157,18.081,1,25.147,25.147,26.814,1,23.039,23.039,24.749,1,30.138,30.138,31.413,1,17.579,17.579,18.897,1,25.505,25.505,26.473,1,5.276,6.321,6.676,2,47.123,47.123,49.171,1,13.918,13.918,15.764,1,24.55,24.55,26.128,1,6.949,6.949,7.772,1,13.809,13.809,16.477,1,26.502,26.502,27.81,1,30.126,30.126,31.433,1,11.299,13.47,15.185,2,14.613,14.613,16.211,1,19.444,19.444,20.189,1,9.268,9.268,14.828,1,14.148,45.301,46.664,3,4,,2,22,1,"Maria, the last one",Ist es moralisch korrekt den nahen Mann zu schubsen um vier andere Personen vorm Sterben zu bewahren?,1,,2,5,0,7,7,7,6,6,7,7,5,10,35,10,71,,,1
R_3n8931mB7sZ6CCr,Default Response Set,Anonymous,67,2,,9/8/16 5:24,9/8/16 5:43,0,403,Z78B,I_motocross,C_footbridge,C_air show,I_transplant,C_transplant,I_grizzly,I_footbridge,I_torture,C_wood press,C_motocross,I_cargo,I_vaccine,I_wood press,C_vaccine,C_grizzly,I_air show,I_nurse,C_cargo,C_nurse,C_torture,,1,,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,32.048,32.048,32.953,1,19.467,19.467,20.388,1,29.732,29.732,30.689,1,27.203,27.203,28.067,1,15.099,15.099,16.082,1,33.714,35.137,36.35,2,46.432,46.432,50.675,1,12.709,12.709,13.657,1,12.814,12.814,13.856,1,40.809,40.809,41.786,1,14.61,14.61,15.629,1,21.446,21.446,22.326,1,21.267,21.267,23.813,1,31.509,31.509,32.748,1,43.301,43.301,44.35,1,22.461,22.461,23.389,1,25.604,25.604,26.685,1,16.994,16.994,17.873,1,17.488,17.488,18.465,1,41.904,41.904,43.216,1,4,,2,50,2,,"Ist es vertretbar einen Mann zu schubsen, dass 4 andere Menschen nicht sterben mssen?",1,,1,14,0,7,7,7,7,4,4,4,4,0,0,9,8,,,1
R_201lDqqrsA2h0nD,Default Response Set,Anonymous,68,2,,9/8/16 6:12,9/8/16 6:42,0,1261,Z150B,C_motocross,I_motocross,I_vaccine,C_grizzly,C_footbridge,I_wood press,C_transplant,I_footbridge,I_air show,C_nurse,I_grizzly,I_cargo,C_wood press,I_torture,C_torture,I_nurse,C_vaccine,C_cargo,C_air show,I_transplant,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,146.304,146.304,147.484,1,17.771,17.771,19.902,1,29.311,29.311,30.482,1,24.885,24.885,25.951,1,40.967,40.967,42.176,1,52.343,52.343,53.554,1,32.826,63.757,65.133,2,27.537,27.537,28.671,1,35.412,72.48,73.653,2,21.866,21.866,22.874,1,10.704,10.704,11.775,1,21.537,21.537,22.32,1,17.592,38.823,39.78,2,23.538,24.432,24.892,2,30.7,30.7,31.593,1,33.813,33.813,34.842,1,51.66,51.66,53.033,1,30.947,30.947,32.151,1,20.926,20.926,22.356,1,14.448,39.807,40.855,2,4,,2,36,1,Almost all scenarios are similar to eachother,"Es ist moralisch in Ordnung den Mann in der Nhe zu schubsen, um zu verhindern, dass die vier anderen sterben.",1,,1,15,0,7,7,7,7,7,7,7,7,0,17,82,100,nope,,1
R_2BzIli0VQiZvfoz,Default Response Set,Anonymous,69,2,,9/8/16 5:08,9/8/16 5:16,0,3195,Z311Y,C_vaccine,I_vaccine,C_nurse,I_motocross,I_wood press,C_footbridge,C_air show,C_motocross,I_nurse,I_grizzly,I_torture,I_air show,I_cargo,C_transplant,I_transplant,C_torture,I_footbridge,C_grizzly,C_cargo,C_wood press,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,3.07,3.07,5.048,1,1.271,2.711,4.744,2,3.441,3.441,4.964,1,1.265,1.265,3.26,1,8.253,8.253,10.774,1,2.153,2.153,4.259,1,1.171,1.171,2.843,1,2.517,2.517,5.054,1,1.454,1.454,3.128,1,2.478,2.478,4.378,1,1.095,1.095,3.008,1,1.12,1.12,2.474,1,23.823,23.823,25.602,1,28.346,28.346,29.925,1,1.206,1.206,9.701,1,1.381,5.734,6.885,3,1.146,5.635,7.284,3,24.454,24.454,26.465,1,1.666,1.666,3.419,1,1.223,1.223,2.952,1,4,,1,45,1,Die Testfrage am Schluss,"Ist es moralisch tragbar, den nchsten zu Schubsen, um vier andere vor dem Tod zu erretten?",1,,3,12,3,7,7,7,7,4,4,5,4,63,86,60,43,,,1
R_UYGpIAV0GY3Fclz,Default Response Set,Anonymous,70,2,,9/8/16 5:40,9/8/16 5:44,0,9319,Z821Y,I_wood press,I_vaccine,C_footbridge,I_cargo,I_motocross,C_grizzly,C_wood press,I_grizzly,C_motocross,I_footbridge,C_nurse,C_torture,C_vaccine,I_transplant,I_torture,C_cargo,I_nurse,C_air show,C_transplant,I_air show,,1,,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5.946,5.946,7.518,1,3.676,3.676,4.446,1,2.075,2.075,3.208,1,3.656,3.656,4.461,1,1.415,1.415,2.145,1,3.071,3.071,3.9,1,2.215,2.215,2.837,1,1.535,1.535,2.474,1,7.031,7.031,7.86,1,4.639,5.525,6.148,2,2.737,2.737,3.607,1,2.748,2.748,3.55,1,8.334,8.334,9.047,1,7.354,7.354,8.005,1,1.773,1.773,2.529,1,2.296,2.631,3.683,2,3.531,3.531,5.001,1,4.987,4.987,5.852,1,4.606,4.606,5.893,1,3.635,3.635,4.327,1,4,,1,28,2,,"Ist es moralisch vertretbar, den Mann, der in der Nhe steht, zu schubsen um den Tod von vier anderen Personen zu verhindern?",1,,1,11,0,7,7,7,7,6,6,6,6,0,9,19,50,,,1
R_RhwdJJfRbe2lkRP,Default Response Set,Anonymous,71,2,,9/8/16 5:17,9/8/16 5:27,0,1144,A140B,I_transplant,C_torture,I_vaccine,C_wood press,I_torture,I_footbridge,C_cargo,C_motocross,I_grizzly,C_footbridge,C_transplant,I_nurse,C_nurse,I_cargo,C_vaccine,I_air show,C_air show,I_motocross,C_grizzly,I_wood press,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.412,2.412,3.217,1,3.2,3.2,3.982,1,2.625,2.625,3.388,1,2.886,2.886,3.614,1,2.838,2.838,5.948,1,1.888,1.888,2.693,1,3.649,3.649,4.415,1,2.754,2.754,6.365,1,3.522,3.522,4.254,1,2.982,2.982,3.675,1,2.36,2.36,3.135,1,2.309,2.309,3.249,1,2.675,2.675,3.436,1,2.548,2.548,3.229,1,2.185,2.185,6.009,1,2.402,2.402,3.192,1,2.753,2.753,3.53,1,3.287,3.287,4.08,1,2.626,2.626,3.394,1,3.27,3.27,4.031,1,3,,1,30,1,no,Nein ,3,Russland ,1,15,0,7,7,7,2,2,2,2,2,0,2,0,50,,,2
R_2w78MdCww4nTC6Z,Default Response Set,Anonymous,72,2,,9/8/16 5:34,9/8/16 5:43,0,8525,Z755Y,I_torture,C_wood press,I_motocross,I_footbridge,I_nurse,C_grizzly,I_vaccine,C_motocross,I_cargo,C_footbridge,I_transplant,C_cargo,C_vaccine,C_transplant,C_air show,C_torture,C_nurse,I_air show,I_wood press,I_grizzly,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,0.82,0.82,1.673,1,1.067,1.067,1.673,1,6.775,6.775,7.427,1,2.171,2.171,3.305,1,2.497,3.353,4.127,2,1.484,2.805,4.233,2,0.883,2.579,3.208,3,1.732,1.732,2.555,1,6.486,8.917,9.403,3,116.955,116.955,117.617,1,1.472,1.929,2.759,2,1.108,1.468,2.226,2,1.92,1.92,2.604,1,1.539,1.539,2.457,1,1.7,1.7,2.496,1,1.429,2.421,2.855,2,1.614,1.614,2.524,1,4.445,4.445,5.561,1,4.893,4.893,6.594,1,1.612,15.629,15.993,3,4,,1,19,1,Welche?,"Ist es moralisch richtig, die in der Nhe Mann zu schieben vier andere Menschen daran zu hindern,zu sterben?",1,,1,6,3,5,3,5,4,4,4,4,4,61,38,69,68,,,1
R_1OSGUN1ksVRH8f0,Default Response Set,Anonymous,73,2,,9/8/16 5:16,9/8/16 5:24,0,3256,A316B,C_footbridge,I_footbridge,I_motocross,C_grizzly,I_nurse,C_cargo,C_wood press,C_vaccine,C_torture,I_vaccine,C_motocross,C_nurse,I_grizzly,I_air show,I_torture,I_wood press,C_transplant,I_cargo,I_transplant,C_air show,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,4.363,4.363,5.222,1,27.502,27.502,28.391,1,4.487,4.487,5.576,1,7.643,7.643,8.55,1,4.559,4.559,6.361,1,13.206,13.206,14.325,1,25.17,25.17,25.943,1,5.684,5.684,7.811,1,4.202,4.202,5.152,1,11.098,11.098,12.273,1,2.707,2.707,4.521,1,20.58,20.58,21.565,1,6.236,6.236,7.201,1,19.618,19.618,21.142,1,2.466,2.466,4.334,1,9.874,9.874,10.961,1,36.015,36.015,37.143,1,4.474,4.474,5.559,1,11.018,11.018,12.119,1,19.507,19.507,20.404,1,4,,2,26,2,,"Ist es moralisch korrekt, den Mann neben dir zu sto§en, damit vier andere Menschen berleben?",1,,1,11,0,7,7,7,7,4,6,6,4,0,18,70,74,,,1
R_bm808sVxRjrmLdf,Default Response Set,Anonymous,74,2,,9/8/16 5:13,9/8/16 5:19,0,9948,A874B,C_vaccine,I_air show,C_torture,C_transplant,I_torture,C_wood press,C_grizzly,I_wood press,I_nurse,I_cargo,I_grizzly,C_motocross,C_air show,C_footbridge,C_cargo,I_transplant,I_vaccine,I_footbridge,I_motocross,C_nurse,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1.908,1.908,6.2,1,1.731,1.731,3.097,1,3.617,3.617,4.744,1,2.278,2.278,3.261,1,3.346,3.346,4.318,1,1.372,3.628,4.518,2,1.293,1.293,4.536,1,3.665,3.665,4.973,1,7.193,7.193,12.835,1,5.617,5.617,6.568,1,2.655,2.655,3.783,1,2.202,2.202,3.186,1,5.078,5.078,6.095,1,3.064,3.064,4.095,1,3.803,3.803,4.754,1,2.504,2.504,4.361,1,2.852,2.852,3.807,1,3.581,3.581,5.081,1,2.572,2.572,3.827,1,3.616,3.616,4.824,1,,4,2,38,1,Train incident,it's prime responsibility of Train staff to safe the peoples before them,1,,2,12,12,7,7,7,7,5,4,5,5,60,63,61,58,,,1
R_2dB9FFfbnbUrflP,Default Response Set,Anonymous,75,2,,9/8/16 5:31,9/8/16 5:45,0,6260,A566B,C_wood press,I_vaccine,I_grizzly,I_transplant,I_footbridge,C_nurse,C_grizzly,I_nurse,C_cargo,I_air show,C_air show,I_cargo,C_vaccine,C_motocross,I_wood press,C_footbridge,I_torture,I_motocross,C_torture,C_transplant,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4.854,4.854,6.955,1,5.984,5.984,8.102,1,3.052,3.052,30.809,1,10.399,10.399,12.323,1,10.927,10.927,12.907,1,9.135,9.135,11.003,1,5.493,5.493,7.33,1,6.146,6.146,7.462,1,4.191,4.191,5.73,1,61.165,61.165,62.61,1,21.673,21.673,23.516,1,4.811,4.811,6.556,1,29.297,29.297,30.99,1,17.978,17.978,19.749,1,41.065,41.065,42.935,1,7.113,7.113,9.102,1,22.073,23.544,24.319,2,13.595,13.595,15.576,1,14.853,14.853,16.557,1,3.74,3.74,5.535,1,,4,2,45,2,,"Ist es moralisch korrekt, den nebenstehenden Mann zu sto§en um vier andere Menschen vor dem Tod zu bewahren?",1,,2,11,1,7,7,7,7,5,5,5,5,71,0,19,18,,,1
R_2U0cOuHHslf1n42,Default Response Set,Anonymous,76,2,,9/8/16 6:30,9/8/16 6:38,0,8430,A747Y,C_transplant,C_air show,C_footbridge,I_transplant,I_footbridge,I_wood press,C_torture,C_wood press,C_grizzly,I_air show,I_vaccine,C_cargo,C_nurse,I_cargo,I_nurse,C_vaccine,I_motocross,C_motocross,I_grizzly,I_torture,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,8.336,8.336,9.055,1,22.17,22.17,23.113,1,2.301,2.301,3.117,1,26.522,26.522,27.827,1,2.318,2.318,7.469,1,29.242,29.242,29.875,1,14.222,14.222,15.142,1,2.326,2.326,3.254,1,23.103,23.103,23.75,1,2.464,2.464,3.207,1,9.76,10.143,10.815,2,22.154,22.154,22.987,1,14.482,14.482,15.781,1,6.305,6.305,7.01,1,3.337,3.337,4.056,1,6.487,6.487,7.101,1,3.9,3.9,5.81,1,11.068,11.068,11.693,1,3.42,3.42,4.027,1,26.837,26.837,27.709,1,,4,2,23,2,,"Ist es moralisch richtig, den Mann in der Nhe zu sto§en um die anderen vier Menschen vor dem Tod zu bewahren?",1,,2,10,3,7,7,7,7,7,6,7,6,39,71,72,63,,,1
R_2Cq8aTN9kZKr3E6,Default Response Set,Anonymous,77,2,,9/8/16 7:38,9/8/16 7:50,0,2898,A286B,C_nurse,I_wood press,C_footbridge,I_cargo,C_cargo,C_grizzly,I_grizzly,I_footbridge,I_nurse,I_torture,C_torture,I_air show,I_motocross,C_transplant,I_transplant,C_air show,C_wood press,C_motocross,C_vaccine,I_vaccine,,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,34.901,35.843,36.801,2,14.783,14.783,15.858,1,25.814,31.488,33.013,2,9.521,9.521,14.212,1,22.776,22.776,28.7,1,10.173,10.173,13.188,1,23.813,23.813,25.631,1,12.633,12.633,14.131,1,34.151,36.754,37.963,2,21.551,21.551,22.474,1,3.763,4.621,6.654,2,14.669,18.184,19.44,2,6.06,6.418,9.635,2,14.721,14.721,16.194,1,27.807,27.807,29.85,1,33.596,33.596,34.78,1,12.919,12.919,15.821,1,23.862,26.115,26.724,3,11.804,11.804,13.486,1,28.089,28.089,29.109,1,,4,1,27,2,,"Ist es moralisch gesehen richtig, den Mann in der Nhe zu schubsen, um zu verhindern, dass vier andere Personen sterben?",1,,2,12,10,7,7,7,7,6,6,6,6,0,21,39,35,,,1
R_3O0UFnAaAlRqWsX,Default Response Set,Anonymous,78,2,,9/8/16 7:13,9/8/16 7:26,0,3249,Z315Y,I_grizzly,I_transplant,I_footbridge,C_cargo,C_air show,I_motocross,I_cargo,C_torture,C_motocross,C_grizzly,I_nurse,C_transplant,C_vaccine,I_vaccine,C_nurse,I_torture,C_footbridge,I_air show,I_wood press,C_wood press,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,15.317,15.317,16.227,1,28.682,28.682,30.329,1,15.98,15.98,17.248,1,41.403,41.403,42.67,1,19.394,19.394,20.519,1,14.625,14.625,15.701,1,59.347,59.347,60.525,1,160.839,160.839,162.079,1,28.199,28.919,30.204,2,13.278,13.278,15.012,1,15.602,15.602,16.681,1,10.832,10.832,11.798,1,8.903,8.903,9.913,1,21.325,21.325,22.464,1,39.285,39.285,40.41,1,5.716,5.716,6.752,1,9.327,9.327,10.272,1,29.957,29.957,30.927,1,23.769,23.769,24.866,1,9.432,9.432,10.333,1,,4,2,36,2,,"Es ist moralisch korrekt den in der Nhe stehenden Mann zu sto§en, um die vier anderen Menschen vor dem Tod zu bewahren.",1,,1,10,2,7,7,7,7,5,5,5,5,2,3,78,76,,,1
